label,content
1,"盘子很漂亮，快递包装也挺好的。就是挺好的，
美观程度：挺好看的
做工品质：挺好的"
0,"根本没收到货呢！
从十月31号下单到现在都没收到货呢！"
1,"外观包装：可手提，彩盒包装
美观程度：图案可爱，配置实用
商品特点：每只饭碗？盘子都不同图案，方便区分，每个人可以固定拿自己对应的碗用。
使用体验：可以给6个人用。盘子的深口的，很方便装带汤的菜。隔热还行，可能大家感受不同。
瓷质效果：包装的很好，没有任何破损。白瓷很亮，很美观，喜欢。这家的老客户了，之前买了送人来着。性价比较高，质量也好"
0,质量真差，图案颜色不一样，碗口粗糙拉手，联系商家也没有回应，真的很失败的购物。
1,挺好，质量挺不错的。还好买大了一个号，买小号还放不开我这些药材。砂锅摸着还行，导热慢散热也慢。柄有点点点，再长一些会更舒服，更防烫
1,包装、质量都很好，容量很大
1,非常好看?，送人的，朋友很喜欢?
0,差评，差评
1,餐盘很大，厚，重。质量还可以，颜值一般，比较质朴。清洗难易：一般吧，餐盘表面有凸起，手洗的话还是要仔细点才能洗干净。瓷质效果：比较厚实，喜欢薄薄的骨瓷的不推荐，其他随意
2,没想象中的好看，与图片差别大
0,质量差，服务更差，光找借口！
1,不错，非常不错，挺精致的，没有任何破损！下次还会光顾，寄到客户的手机也快。
2,太薄了，拿在手上烫手。
1,很满意美观程度：颜色也是我喜欢的，看起来比较淡雅。使用难易：用起来也不错，就是有点点重，如果再轻一点就好了也。瓷质效果：分辨不出来，看起来还不错的样子。
2,样子喜欢，不过陶瓷没看出来比超市10块一个的瓷杯子好在哪
0,~同款，15块钱
2,有瑕疵 明显瑕疵 竟然发货给用户
2,碗有些许瑕疵。
0,根本不能微波炉加热，杯柄在微波炉里冒火星子，我不敢热了，太危险了，看看杯柄给烧的。微波炉加热的器具，就不要涂金属涂层了！
0,"不合我意
！失望?"
1,物流速度很快，收到后就打开用了，一直忘了评价。盘子很漂亮，瓷很好，花色雅致。做工品质很不错，有一点儿骨质瓷的感觉，容易清洗。满意的一次购物。五星好评。
2,有瑕疵做工一般，疫情期间留着将就用了
2,非常一般般
1,好看又好用，大小刚好
0,土黄色，大碗可以里面可以看到鱼鳞纹，建议实体店买吧
0,今天下午收到的，还没用，但是杯子的内壁，为什么会有7个小黑点，用纸巾擦不掉，感觉到时候用会很不舒服，不知道大家有类似的情况吗?还有能一个杯子内壁没有瑕疵的吗？
2,杯盖有个钉，有瑕疵
2,盘子8寸的有点大，总体不错。
1,很不错的，触感很温和
0,汤煲一开火煲没有五分钟就破了，是不可以明火包吗
0,虚标价格做活动，太过分了
1,"发货很快，包装的很好，价格不够实惠，没有破损，还算可以吧，装鱼很实用。
美观程度：普普通通麻麻地
花型设计：没什么造型，简洁大方，不花里花俏
清洗难易：容易清洗
做工品质：中中等等"
2,还可以，就是有个碟子碎了
0,瑕疵很多，质量一般般，汤碗的盖子还和碗不配套。
1,好商品，出水快，不烫手
1,"美观程度：外观不错，看起来比较美观。
外观设计：造型、颜色也都不错。
表面手感：手感方面挺好，颜值也挺好。
实用效果：日常办公用，平常喝个咖啡也挺方便，还带着盖子、小勺，不错，挺好的。"
0,收到碗是碎了的，客服已读消息不解决
2,保护壳不好把东西安全放入，邮寄包裹都是分开装的，保护壳有点费劲
0,快递竟然是邮政，太垃圾了，完全没有服务态度
0,颜色感觉质地不好，跟图片相差甚远
0,收到东西包装很一般，盘子表面不平整，凹凸不平。背面有磨损迹象。虽然便宜，但不是一次愉快的购物。
0,处理好，有毛刺！！！不推荐购买
2,东西还行，不过碗上都有黑斑，不是每个都有
2,除了价格便宜 其他没特点 质量不是太好
2,做工太粗糙了，碗的下面还印上了景德镇，配不上景德镇这三个字。
0,体验不好，质量有问题，第一次接水就坏掉了
1,"外观包装：泡沫比较多不是很好
美观程度：挺好看的
使用体验：碗挺大的，也挺好用的
隔热效果：不错，碗很厚品质很不错
?，性价比比较高的的商品?，喜欢的亲可以直接下手不要犹豫哦?"
1,除了小一点儿，其他的没啥毛病，质量很好，40ml左右，一口闷了。
0,少发一个盘子，还说处理不了
0,不是原包装，瑕疵太多
0,碎了
2,不白，着急用就没退
0,一颗星也不想给，买的杯子杯口菱形的，发的杯盖圆形的，7月1号找卖家让我发照片，核对完之后说给我补发，这是正常流程我理解，七月二号我去问物流信息，卖家给了订单上那个物流订单，中间一直查不到物流信息，到今天已经第五天了仍然查不到信息 如图，找卖家告知说京东外地调货，这句话真的是把我们顾客的智商摁在地上摩擦！如果是京东补发为什么你给我提供一个圆通的物流单号?如果是你们厂家补发，既然物流单号已经有了为什么五六天了都仍然查不到?如果是忘记补发了你商家跟我说下我都能理解，拿个虚假理由糊弄我算什么?我说找京东客服投诉商家就回个哦哦，这种无所谓的售后态度我不知道你们真的是商家就是这种无所谓的态度还是某个不称职的客服，而且这个商品还不支持售后，截图中我有标红线，此订单已经投诉给了京东客服，等后续结果。
0,质量太差了坏了2个大碗2个小碗卖家不给补发质量太差劲了好评都是刷出来的吧我看我买了那么多东西再京东也没遇到这么不讲理的人啊我还是一共买了2份碗一份送人的一份自己用一共发来是8个盘子8个小碗4个大碗8个勺子这些容易碎的东西也不好好装我和卖家说了坏了2个大碗啊这是，还有2个小碗也碎了的，买之前说好坏了给补发可是确认收货就不认账了我说了8个盘子啊别的都不用补发，补发我坏了的个大碗2个小碗，可是卖家竟然不讲理了还不认账，什么人啊，别的家买东西也都挺好的，就你家质量太差价，亏我还买2份，之前我还让朋友买了2份呢之前真是后悔#啊，结果卖家不认账了，不给我补发2个大碗和2个小碗，没办法只好，，，让大家清楚看看以后别再这家买碗筷了去别人家吧，谢谢，
1,"出水难易：出水嘴很合理，方便实用
包装特点：紧致好看
材质特点：不太懂，好看，外观很好看
容量大小：容量大小适中，合适两到三个人一起泡茶喝
清洗难易：比较方便，手很容易塞进去，比较好"
1,包装完好无损，非常精美的茶碗，做工精良细腻，容量正好，非常容易清洗。非常好的小物件。
1,东西很好质量不错，货真价实，店家的服务很好，物流速度也很快，价格优惠，谢谢掌柜
1,这一款盘子的花色比较秀气清雅，挺好看的，花型设计优雅美观，方便清洗，买了八个盘子，一个鱼盘，买回来鱼牌的当天就买了一条鲤鱼，做了一次红烧鲤鱼，放进盘子里面，大小正合适，特别棒！
1,美观大方，瓷质非常好，敲击的声音悦耳！
0,材质特点：材质特点：用了几次 掉色
0,来看看这杯子，真#次
1,一直就想买个自己星座的杯子，直到看到这一款果断下手购买了。家里有个黑色的杯子，这次就买了白色的，是喜欢的造型。期待泡咖啡使用的感觉。
2,蒸鱼蒸裂了一个平盘。
1,碗碟质量很好漂亮，还便宜，值得购买
2,质量一般，购买时发生破损，重发的又不是一个型号，做不好，反正以后不会买了。
2,"美观程度：一般
外观设计：一般
表面手感：粗糙
手工工艺：不好
实用效果：一般
其他特色：没有"
1,收到宝贝真心不错，性价比很高，经济实惠。快递的速度也是给力，收到之后打开看，各种东西放的非常齐全，包装完整。找到一家品质一流的商家真的是不容易，你家的货我会一直买下去的，给你五星好评！
1,包装完好，不错正是需要的，大小数量也合适点个赞吧
1,送婆婆了，一套东西很多，小件比较多，筷子勺各10个，碗很轻很轻，不知道能不能用住，盘子都比较浅，比较小，样子倒是不错
1,"很赞的杯子
大小刚合适 大杯咖啡或者早餐泡麦片都没问题
很漂亮的图案 美观大方 又很有个性
稍稍有一点沉 但是手感很好"
2,我几件残的，还算可以吧
1,"外观包装：很好
美观程度：美观大气
瓷质效果： 赞
使用体验：超级好"
1,"单位用的，一下子买了很多，大牌子很信任，推荐大家购买，白色简单大方，好看，美观，
美观程度：很美观，大方，
使用难易：很方便，实用，
瓷质效果：陶瓷很大方，
瓷质品质：品质不错"
1,茶具非常好，值得拥有
0,质量很粗糙
1,快递很快就收到了，虽然是易碎品，收到也玩好无恙，陶瓷细腻，花色清晰，给个赞
0,不好，太小，不好不好不好
0,感觉不值这个价钱，碗太小气了
2,太重
0,11月21号买的，今天是29号，刚好过了一个星期，（保价一星期）降价90块，说是活动，你见过价格降价降了三分之一。一共300块的东西，降90。东西东西一般化，前后补了几个，这个算是做的不错，但是这个价格真的受不了，你去商场买衣服，买完一个星期降了三分之一，一问是活动保价一个星期，你……刚好第八天。请问你什么感受。
1,物美价廉，大小适宜，非常适合家用。厚度也不错。物流快捷，值得一波好评
1,"盘子
美观程度：干净整洁
花型设计：简单大方
清洗难易：易清洗不重
做工品质：品质优良，质量好"
2,碗比较深，可以装不少东西，纯白无花纹，百搭，但个别碗有瑕疵，说明烧的质量一般。
1,家里的碗碟都是京东京造的这款白月光，特别漂亮，开始买了整套，后面又补了几次碗和盘子，家人也说漂亮，总体满意，以后还会回购的
0,发过来收到的时候三个碗坏了，一个碟做工还不仔细。。。让你们补发答应了，然后几天后我来问，还没补发？客服态度明显不好了！！！
2,买回来也就一个月吧，就是正常喝咖啡用，已经两道裂痕了。样式很好看，但是质量很不满意。
0,做工粗糙，我室友花十几块钱在网上买了一个一模一样的杯子，只是少了个勺子，你们凭什么卖两倍的价格？
0,包装是打开的，勺子脏刷半天，并且打开快寄包装盒子是打开的
1,质量很好。颜色很好看。嫩嫩的粉色。推荐女生买。杯子挺重的。容量很大。表面是磨砂质感的。很高档。颜值爆表。性价比超高。推荐购买
2,一般吧，杯体内侧有个黑点，杯盖边缘有个疙瘩，杯盖顶端颜色白了一块
0,效果大家自己看
0,做工比较粗糙，尤其图案，存在污点
1,杯子很漂亮，容量大，特别喜欢
1,外观包装：泡沫包装，没问题美观程度：三餐四季，我很喜欢这个商品特点：和平时买的碗形状是不一样的，我也不知道专业名词是什么，也是挺有特点的，用着也合适使用体验：还行，后续再看看瓷质效果：佳
1,"买回来一看质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物!"
1,商品符合描述，主要是活动便宜，能省很多钱发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……
2,比想象中的要小一些，关键是手柄和杯碧釉料都有凹凸不平，远不如显示得那么精致，不值这个价。
2,仅仅是漂亮了，这个页面宣传和售后回答都不一致，微波炉和消毒柜不能放进去的是实在是不够实用
1,搬家需要换新碗，对比了几个牌子，选了亿嘉，大品牌，值得信赖！收到果然没让我失望，釉下彩，想对安全，高温烧制，碗很厚实，手感很好！日系风图案，很喜欢。碗的大小刚刚好是我要的，吃饭，吃面都很合适！太喜欢了
1,很脏，蝶底部不平，粗糙，很刮手。物流不错，很快就收到。
0,茶宠竟然是塑料蟾蜍，与图片造型也不一样，不知是否装错？！白色竹制茶夹、茶漏与茶台茶具及其不搭调，且与茶炉一样做工粗糙。除茶具是那么回事，其他均名不副实。
2,杯子我挺喜欢   做工也可以   就是杯盖不太合槽  盖不紧
1,宝贝收到，外观设计美观，大方，瓷器细腻，清洗容易，花纹很喜欢，易清洗，做工很好，是我很喜欢的一次购物。很满意的一次网购，我买的8英寸的，很适合家用菜盘，颜色也好看，而且很厚实，但又不重，总之很喜欢。
2,底部被磕了一小块，老伤心了，勺子和盖子蛮好
1,小碗非常精致，像艺术品，晶莹剔透，花色高雅，非常喜欢。
1,"外观包装：外观包装简单大气，而且包装的安全系数很高，寄过来没有任何磕碰伤。
美观程度：这款碗、盘子、勺子、筷子餐具，图案简单大方，美观好看。
使用体验：用起来很方便，种类也很齐全。"
0,被子把有一个洞
2,质量一般，包装泡沫太差
1,外观设计漂亮，白碗黑边真的很有感觉，尺寸大小也合适，手感很好，发货速度快，真的很喜欢，完全超出期望值，包装非常仔细严实，值得购买
0,如果可以负分我一定扣你分，39块钱的咖啡杯，放到地摊上2块钱都不值，还脏的要命，真怀疑你们的东西是不是都这样
2,盖有个缝，别的还好
0,购买时商家促销买两套送赠品，收到货后没有赠品，商家各种理由、借口，盘子比正常买的盘子要小一圈、不建议小伙伴购买，
0,到货时已经碎成瓦砾了，就一点气泡垫，能不碎嘛。质量不行
2,碗有点小，摸着挺舒服的，中看不中吃。
2,并没有那么精致
1,完全非常满意 本来这个碗买来就是只装饭 或者泡个面 我觉得这个尺寸刚刚好 而且材质非常好 摸上去非常舒服 颜色也很好 一切都很满意  京东的速度也是很快的 很满意
2,还行！！！！！就是发货太慢
2,做工粗糙一般
1,京东物流送货速度快，放购物车很久了，一直没啥优惠。这次抢到全品优惠券先拍了一个回来。到手很惊喜~大小正好，不喜欢太大的，上手轻盈，灯光下照射很通透，其他品牌也同时拍了一个，这个斗笠款一到手就被女儿相中了，等有优惠活动再拍~
2,整体质量偏薄，尤其是筷子，特别的细，特别的短，感觉像一次性的筷子，很难用！
2,碗大小不一样，不园，不均匀
2,不锈钢勺子上有黑色东西，擦不掉
0,你们不想一个月以后在用上就别拍！没见过这么差的商家！明明发错货.一副理所应当的样子.不想着急就别买.你等着换货.你就慢慢等着吧.催他n次.告诉你等着收到货.再给你发.更#的是发来都是残次品.哎.#.永别！！！！！！
2,太薄做不怎么好
2,小，还贵
2,物美价廉！！！39.9十个。大家注意了！！！！验货签收！！！！！！！因为跟他一起买的盘子是坏的！！！联系客服磨磨唧唧！我说补发就行。说可以一到三天！！！
0,杯子质量差的要死，拿过来就有裂纹、裂纹 裂纹.
0,和说了不一样，碗都到了，就是勺子没有，商品上说是小勺子8个，大勺子1个，可是邮过来一个都没有，差评、差评。
2,实物没有图片上好看，将就用了
2,很一般，感觉不好，容易掉漆
1,"杯子挺大的，买来当早餐杯用的，冲泡麦片，颜色挺好看的，明天就要坐班复工了，早餐喝起来！
美观程度：好看，颜色很舒服看着
外观设计：口径很大，冲泡麦片很实用！
表面手感：手感摸着很舒服，很棒的感觉！
手工工艺：工艺完美，陶瓷没瑕疵，颜色很好看，花纹也很舒服"
1,配送速度很快，一套四个，碗的质量很好，陶瓷材质，可以微波炉直接加热，碗的图案也好看，樱桃小兔，孩子很喜欢，性价比挺高的，好评！
0,价格有点贵，他家商品价格经常变来变去的，因为买过，京东总给我推荐这家。体验很差。
1,"第一次买的这个品牌的陶瓷杯，是抱着试试看的心态买的！收到货以后打开一看，很完美！没有一点瑕疵！
出水难易：这个杯口出水不用说
包装特点：包装设计虽然简单但很牢固
材质特点：材质很好
容量大小：容量很合适春夏秋冬对我来说非好"
1,真不错  价格合理 茶杯漂亮
2,不是很理想，盖子空隙有点大，太响了能完善一下就更好了
1,典雅大气的套装，送给乔迁之喜的家人，他们非常喜欢
0,见了开水之后，塑料味道简直无法忍受，还是90度的水出来的味道，紫砂颜色和合了墨水的黄泥没区别
0,质量欠佳，不光滑的。。
1,送朋友的生日礼物，他很喜欢，用起来很不错。很精致。
0,不怎么样，不建议购买
2,看着漂亮销量又这么多，冲动买的，收到没想到三十多竟然这个质量？！傻眼了，瑕疵这么多，黑点，杯口两个疙瘩，瓷面有划掉的，把手的瓷有脱还是没上的，杯里面颜色不均匀。。。中差评里的评论大部分也是我遇到的情况，退换不方便，就这样吧。之前也买了几个盘子寄给姐姐那，不知道质量如何，担忧中
0,"手工工艺：太差
表面手感：呵呵"
1,物美价廉，包装保护到位，设计精美，物有所值，值得信赖。
2,碗上的花比图片差远了！
0,我没买，不知道从何而来让我评价，鬼知道，差评，差评差评
2,东西不怎么好，太薄了。
2,瑕疵的地方很多，细节很粗糙，质量真的非常非常一般
1,"美观程度：这个绿色简直太漂亮了
釉面品质：光面质地，略有瑕疵，不影响使用
绝对的颜值担当！"
1,非常好的可做大果盘，盛浓汤，大炖菜也可以呀！好看有好用
2,地下做工不怎么样  容易挂到手
1,碗的细节很棒 质感很不错的 快递包装的也是结结实实的 客服回复很专业 质量真的很不错的 满意的这次购物体验呢
1,碗质量挺好，虽然价格贵点，但还是值得的！可以说是物有所值吧！而且这种还挺适合吃面条的！四个大碗，家里也够用了！挺满意的，质量也挺好！
1,大小合适，泡一包方便面正好。碗质量不错，做工精致，手感很好。简单时尚，光泽度也很好。容易清洗，包装很好，没有破损。物流送货速度很快，值得表扬。
0,不知道该说是盘子质量太差还是配送过程太暴力了，六个盘子碎了三个，懒得申请售后，就这样吧
0,两个杯子盖子都不一样，问客服也不解决问题，态度极差
1,哈哈?很不错的杯子茶具，今天收到了，很开心，与描述一样，大小很合适，做工很好。推荐这家
0,是这样子的。快递到我住在的小区附近之后呢，显示给我放到驿站去了。我小区附近总共有五个驿站呢。放完快递之后，系统上记录的快递员的联系电话怎么也打不通。这么健全的物流系统，居然有这样打不通电话的情况。咨询了店家的服务。那简直是驴唇不对马嘴，瞎说一堆没用的。
2,货物收到，漏发了一个大汤勺，烂了一个碟子，总体做工较粗糙，尤其是碗、碟底有点搁手，送的筷子是没办法用的，有毛刺，比一次性的筷子质量还差，还有些发黑的，反正碗碟质量总体真的很一般，可谓是一分钱一分货吧
1,"外观包装：高端大气上档次
美观程度：简洁大方
使用体验：非常不错，值得推荐"
2,"外观包装：一般
美观程度：一般
瓷质效果：一般"
2,太次了
0,京东物品总体不错，价格还可以，物流是优点，但是必须要自营的才可以。另外有活动的时候价格还不错。个别商品的售后还需要加强，感觉不如原来的售后。这个商品质量真心一般，还是自有品牌，真不行。
0,质量真心不行，第一个字和图全是斜的，第二个字倒是正了，起了两个泡，我也真是懒得换了，大写的服！客服也是二，你质量不行你说让我体谅什么？你赚我钱还让我体谅差服务？*****？
2,凹凸严重、有坑槽、疫情防控没有办法换???
2,质量一般般，太容易破了，售后处理问题也慢
0,不值这个价。这个店价格不稳定在他们标注的时间范围内那个~有时也不能用
1,携带方便，收纳方便，宝贝精致，做工嘛，这个价位算是可以的了，总之 物有所值。很期待带上他来一次与大自然的邂逅
2,部分地方范白
1,"京东快递外包装一直比较简单，算比较环保吧，一般就一纸盒或一塑料膜，不过京东物流比较放心，没有乱扔乱丢，没有破损渗漏之类。
碗质量很好，比较精致，很漂亮，性价比高。"
0,拜托包装也好点 影响他人使用时间 再便宜的货品不能保证包装质量就不要摆上去卖 明知道陶瓷类产品 快递都是暴力运送的 看不到一丝填充包装
0,真的是垃圾，杯子都扣不上
0,都碎了！退货啦！
2,不太实用，图个可爱吧
0,左边是有瑕疵的 客服说给补发一个 补发的这是个什么颜色
0,差评，烂了
2,质量是不错，但做工太叫人失望了，杯盖有明显的瑕疵，盖上去有好大的缝隙。
0,还好，到的时候没仔细检查，现在看到有的位置有豁口
0,不好看，没想象中好，，
1,大小刚好 做个汤碗 瓷釉不错 易清洗 颜色也好 白白净净 用着也不错快递很快 包装也好 没有破损 快递还真是得看京东
2,都掉漆了
1,包装很好，里面有泡沫，可以保证运输途中不会碎掉，东西很多，价格实惠。碗和盘子看着挺精致的，质量也不错。。。可以满足平常的使用。
2,碗不大，深度太浅
0,和实物不符，颜色不一样
2,杯子有杂质一般
0,太贵了，做工不好，要买的慎重考虑。
2,质量一般，感觉略贵。款式还好，不丑，略好看，勺子有点小有点短。物流真气人，非得在我所在的城市兜一天圈子才送过来，真的令人失望。
0,坏了两个
2,碗的颜值很高，质量也很好，颜色也很正，做工很精细。但是盘子有点小了，而且比较浅，盛不了太多的菜，就这一点不是很满意呢！总之，这个套装普遍偏小。
2,做工比较糙，水出口太小，茶水流速太慢，使用时一些边角棱不够圆滑，甚至剌手，手感不舒服。总而言之一句话：质量不行。
1,小孩喜欢这个图案，质量也蛮好的，一起买了2??种，图案很Q，小孩很喜欢，抢着用，下次再补购
1,外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！
1,"美观程度：美观
使用难易：方便
瓷质效果：很好
瓷质品质：不错
质地效果：好
釉面品质：好"
2,一分钱一分货。就这样！
1,给家里人送礼，看了很久决定入手这款饭碗，无论颜色还是图案上都很美观，做工很精细，瓷质很好，很厚实，装汤拿起来还不会烫手，非常满意
0,瓶身正中间有很明显0.5㎝左右黄色釉，瓶口内侧不光滑，有明显的泥胎印。这就是商家发的残次品
2,这个品质……这个质检……
2,实物看起来没那么惊艳，有点土，希望好用
0,小碗有一道烧裂的口子，盘子里面有黑色斑点，碗和盘子的底座很粗糙，容易划拉桌面。
0,包装特点：包装特别有特点，拿到快递盒打开就会有惊喜，脏的要命，全是泡沫板的白点，也没有任何包装，要是送人趁早绕道吧，后悔死了，买了五套送人一套都送不出去
0,没有收到！这个商家是**！！
2,这个汤碗一般
1,???一直在找汤面碗，忽然看到了这一款，果断下手。卖家很用心，层层包裹，保护得很好，碗的质量很不错，与我相像的一样好，图案清晰，白瓷细腻，手感很好。用了装汤面最好不过了，印花搭配着食物，让人感觉食物都变得特别美味，小朋友们都选定了自己喜欢的图案
2,炒完菜放到盘子里面，居然裂了，这质量也是无语了，闹到都这样吗？
2,新盘子就有很多小划痕，感觉像是用过的痕迹，不太值当。
2,比较一般！！！！！！！
0,买回来勺子还是断的
2,东西一般，杯口喝水的地方凹陷，几十块钱的东西懒得换了
0,商品少件，买了一黑一白的杯子，结果就来了一个白的，这个商品也不支持售后。，现在还没解决，服了
2,包装不太好，一弄开那个泡沫飞的家里到处都是，很难处理干净。而且有个盘子比其它的盘子很明显小很多。装鱼的那个盘子里那只小猫图案已经有点脱了。不知道会不会用一次小猫的图案就会掉光。目前还不知道质量怎么样，到时候用了会来追评的…
1,这个杯子很小巧，外观工整，质地优良，作为喝茶茶具招待客人显得很有小资情调，包装很用心，到货基本上没有磕碰划伤，从这点来看商家确实在产品上用了很多心思，值得给个大大的赞，每次一口，手感细腻，让喝茶变成一种享受。
0,给爸爸买的，赶着年前送到了，快递包装就不吐槽了，商品质量发货前不检查的吗？这么明显的没上油漆的物品就发过来吗？跟客服沟通说是年后初七补发一个，今天跟家里人沟通说是没发，问客服说是快递停发了，为什么其他快递不停发？停发了至少给个通知吧？要是我今天不跟家里人视频看不到是不是一直不发了？？？
2,有个盘子的花纹都掉漆了，其他还行
0,太差收到货跟旧的一样，亲们千万别上当受骗了。
0,杯子底部缺一块，凑合用吧，换货太麻烦，没时间弄
0,杯子把手后有小孔，做工粗糙。客服说找京东售后服务，又联系不上人工。
1,包装很大气，整整一大箱，碗盘筷子都有，打开简单看了一下，没有瑕疵，准备洗洗就用起来。花纹好看，整个一套看起来就比较赏心悦目。
2,垃圾产品
1,非常漂亮的一套珐琅彩餐具，件件精品，帝王花图案显贵气，在灯下更加晶莹剔透，出自著名瓷都景德镇，包装很用心，客服很耐心，收货很开心?
1,京东家装节苏州站现场下的单，活动很多，整体下来非常划算。东西寄过来包装完整，很好看，等着搬新家用
2,商品尚可。但包装盒严重受损，至使少（丢）了2只勺子。
1,一个漂亮的五寸小盘子。画面是个黄色柿子椒。很有一种齐白石的写意或者是梵高的野兽派的明亮风格。看着很养眼，中间有一圈圈的晕轮。手感极佳。好了只给四十京豆就说这么多吧！
1,景德镇高白瓷饭碗很好，特别漂亮，用好碗吃饭都香。
0,杯子内壁有污点，外壁也有瑕疵。很不舒服
2,盘子边有缺口
0,盖碗与盖不配套，碗盖的颜色特别浅与碗有明显色差，而且碗盖摸着很粗糙，不光滑，颜色发乌无光泽，就像掉在沙地里磨蹭过又捡起来一样，特别粗糙，特别旧，很不满意，差评
1,质量很好，好看。
1,大小刚刚好，质量不错，拿在手里手感不错，外形设计也好看，很喜欢
2,做工待提高，盖逢太大费茶叶。这做工对不起快两百的银子。
1,商品挺漂亮的，碗口就是有点小泡方便放不进去，只能凑合着用了，疫情期间京东自营发货还是很快的，到货速度很快，在京东自营购物就是喜欢京东物流到货速度。快递员送货上门的服务好。
2,茶盖上有个小的凸起，客服说是正常，要买的朋友注意
2,原来碗也可以是方的。
0,用来切牛排后，全都是印子……
1,包装的结实，没出现破损损坏的现象。很精致的一套餐具，花色花纹都挺美的，而且拿着非常轻薄，是正品骨瓷。
1,"出水难易：出水特别快，很顺畅
包装特点：包装特别精美，不愧是瓷都景德镇的产品
材质特点：釉面很滑，很温润的感觉
容量大小：容量大小合适，一次一杯
清洗难易：清洗很容易，杯体内面施釉很润滑"
1,水杯口大肚圆，容量真不小。杯体透亮中泛着点绿，款式虽然简单却精致如果杯体再厚一点就更好了，加了热水泡茶碰到杯体就给烫着
1,特意选了款便捷冲泡的茶杯放办公室用的。这款茶杯做工、质量、材质、器型、颜色都很满意，方便清洗，比较适合办公室使用。是一款不错的便捷茶具，值得购买。
0,喜提妙脆勺子一枚
0,用了没几次 裂了
2,做工太粗糙了。。
0,生锈了，无语了
0,产品只能说一般吧！
2,一般般，底盘有点小，茶具都放上空间小，拿着不方便，很容易碰洒，隔热不好，倒上热水壶和杯子都有点烫手，得放放才能用
2,东西也都太小了吧，网上图片都看不出来，还有质量，轻的和塑料的一样，确定瓷的吗？又薄又轻
2,双十二买的，比现在还贵了二十，就也不知道什么双十一和双十二的意义是什么
0,收到就是坏的，质量太差了，建议慎重选择
1,"盘子外观漂亮，瓷质非常细腻光滑，瓷质
也非常好，非常漂亮。盘子非常厚，隔热
非常好，美观大气，盘子用起来非常有食欲，特别喜欢，人多吃饭摆着非常实用，不占地方，图案也非常漂亮，非常有仪式
感!推荐购买。非常实用。"
2,图案没得说，送的斗笠杯 也很好。唯一的遗憾是 盖子 不能很好的 和 茶碗口 服帖，只能歪着盖。
2,感觉碗还是有顺溜
0,拿回家发现一个碗是破的
0,一个字差，东西到了碎了两个，商家海补給解决
2,"品质一般，有很多瑕疵，还有几个很脏，盘子内部和底都有污渍。
申请售后给换了一下"
0,寄过来就是坏的
2,实物看起来没有图片里的大
0,太小，烫，特别滑，不是用了就要退货
1,"东西不错很好，
包装特点：包装很好
出水难易：通顺很好
做工品质：不错，不错
材质特点：不错"
1,"外观包装：外观包装很结实，收到以后没有一点破损，完美！
美观程度：每个碗都能容易识别，不怕家人用错碗了
商品特点：瓷子很好，质量刚刚的！
使用体验：家人都很喜欢！
瓷质效果：瓷质细腻"
2,商品特点：速度真的是飞快，0点下单，下午就收到货了，迫不及待的打开看看，整体还不错，就是有一点不得不说下，说的是釉上彩，其实根本不是，就是贴花，碗上面的图案都是贴上去的，有明显的接头，手也能摸到明显的痕迹，实话实说，还不如家里几块钱的碗，本来想退货的，奈何包装盒里泡沫坏了，算了吧，留着用吧
2,"实物劣质，陶瓷发黄，底部瑕疵，很不值！！！！！！
不知道这么多好评怎么想的"
0,便宜没好货，都拿一些次品来做活动
2,有一个碗破裂了。
1,真漂亮，而且质量也好，手感也好，颜色也好，真心评价是杠杠滴好
2,一言难尽啊！！！！！！！
1,感觉不是很大，看着还可以吧。
1,颜色很漂亮，做工也很精细，价格也不贵，很满意的一次购物。
1,物流很快，碗件组合很好很实用，碗也简洁美观。有点失望的是大汤碗底部有小指甲盖宽度裂纹，裂纹有点深度，感觉容易藏污纳垢，没法清洗。
1,收到套碗了，质量很好 ，包装很完好，图案是我喜欢的，隔热效果很好，值得购买
0,我的杯子有损伤  我不想吐槽了  也就几十块钱的东西我也懒得退了。
2,颜值、质感都不错，致命的缺点是盘底中间那里的支撑没有跟边缘对齐，盘子会有点晃
0,很粗糙的制造出来还模仿日韩的造型，你也模仿下别人的质量好吗。
0,就是质量不怎么好
2,京东自营的物流一如既往的快，东西性价比还是蛮高的，但是有几个碗碗口不平，商家说是正常情况，购买的人自己注意看一下，我是懒得退了
1,景德镇陶瓷，盘后面显示景德镇产，质量看上去还不错，釉面很光滑亮泽，很好，盘面花案很漂亮，设计很时尚很美观，盘子的外形尺寸做的可以，该圆的地方圆，该平的地方平。
0,完全没有收到货
2,买第二套，但质量不太好，像用旧了的一样
0,杯盖是随机配的？？？这是买的第二个了，杯盖都不匹配…真是醉了
2,"容量有点小，但是又很重
表面手感：很重
外观设计：一般般，没有什么特色
实用效果：配的盖子和小汤勺都没什么用"
0,服务差的要死，不建议大家在这家购买……具体请看沟通情况！
2,发货时包装不好，开启包装盒第一层就是杯盖，很容易不小心打碎杯盖
